time,baseX,baseY,baseZ,midX,midY,midZ,tipX,tipY,tipZ
0.0,2.0590363743387026,0.3703222578699459,0.5440357563444698,2.2285286609167816,0.40514811646618715,0.5289945374352982,2.3502674834443953,0.48562374414464893,0.5131617580344736
0.0025,2.0537067127458792,0.36925250908296603,0.5489906703121876,2.222237034684084,0.4067676866114117,0.5371188097030711,2.3429624901263777,0.48871628239161347,0.5242190297033138
0.005,2.0481448878530495,0.36814651298520534,0.5541391687076018,2.2156745959112056,0.4083808283526314,0.5455347620521418,2.3352427423149265,0.4918584034944544,0.5357162096497334
0.0075,2.0423772787328773,0.36701204894115586,0.5594527785552224,2.2088749359050732,0.40996538175897246,0.5541889869810744,2.327129524746542,0.4950171199209154,0.5475878611193133
0.01,2.0364298998419295,0.36585709901665836,0.5649034479835577,2.201872187877438,0.4114993614297383,0.5630276421156284,2.3186445603974164,0.4981586241601485,0.5597681757231169
0.0125,2.0303279399926923,0.3646897272992191,0.5704640807519724,2.1947005794411307,0.41296142886092924,0.5719973031937648,2.3098099033537602,0.5012486277990925,0.5721919135554059
0.015,2.0240953813773723,0.36351796704138223,0.576108976377292,2.1873940334213176,0.4143313163205454,0.5810457298331135,2.3006479836095655,0.5042526308858483,0.5847951338070406
0.0175,2.0177546957231995,0.3623497133543293,0.5818141635259676,2.179985810996239,0.415590187712138,0.5901225468848347,2.2911817608124796,0.5071362954193218,0.5975158024901215
0.02,2.0113266349136945,0.36119259001124826,0.5875575701742279,2.172508172267847,0.41672094054832703,0.5991798312191134,2.281434860777252,0.5098659314005042,0.6102943130947256
0.0225,2.0048301044305483,0.360053777818768,0.5933190508645465,2.1649919906599506,0.4177084845346868,0.6081725839213312,2.27143161784129,0.5124088822519745,0.6230738748470791
0.025,1.9982820725246682,0.3589398502139087,0.5990804006562823,2.1574663227683115,0.4185399907411121,0.6170591130888031,2.261197056689254,0.5147337493149676,0.6358007599162676
0.0275,1.9916975009968152,0.3578566537398803,0.60482540542778,2.1499580142373502,0.41920504860919183,0.6258013942568128,2.250756892770037,0.5168105851268228,0.6484244662812824
0.03,1.9850893122105822,0.35680923187868546,0.6105398752570966,2.1424913716412717,0.4196957116194952,0.6343654188832201,2.2401375989887895,0.5186111096656847,0.6608978285225526
0.0325,1.9784683889475918,0.355801774549898,0.6162116334481115,2.1350878648288654,0.420006450942446,0.6427214795212708,2.2293665217262295,0.5201089615855281,0.6731770764566676
0.035,1.9718435917690462,0.35483757012606876,0.6218304530657615,2.1277658524713337,0.42013402757269763,0.6508443189473897,2.2184720121231742,0.5212799771593614,0.6852218678030215
0.0375,1.9652217947005188,0.3539189584238589,0.6273879334579197,2.1205403980239628,0.42007731250441727,0.6587130694390743,2.207483562725847,0.5221024338038746,0.6969953411482572
0.04,1.95860797813418,0.35304729377509153,0.6328773314690027,2.113423267120491,0.4198370880793433,0.6663110177332646,2.1964319168369877,0.5225572416624129,0.7084642359069426
0.0425,1.9520054314124389,0.3522229049011697,0.6382933589412796,2.1064231140606027,0.4194158417902845,0.6736253363517892,2.1853490925738996,0.5226281259987391,0.719599105637748
0.045,1.9454160312669202,0.3514450631152464,0.6436319655106111,2.0995457543052534,0.41881753954091117,0.6806468505879919,2.174268340528834,0.5223018357783429,0.7303745087837967
0.0475,1.9388404858997579,0.35071200148908194,0.6488901459634634,2.092794422845656,0.41804734606073124,0.6873698130495792,2.1632240782099994,0.5215683707968459,0.7407690527130911
0.05,1.9322785154802822,0.3500209797302128,0.6540657791611281,2.08617001391658,0.41711128970524186,0.6937916622502216,2.152251740992528,0.5204211656934011,0.750765396998278
0.0525,1.9257290191862306,0.34936835975577674,0.6591574820161165,2.0796713341810613,0.4160159012031649,0.6999127685287246,2.141387472714394,0.518857181282078,0.7603503227084694
0.055,1.9191902424487144,0.3487496857215134,0.6641644847402676,2.0732953718975664,0.41476784673392225,0.7057361614601599,2.130667652356714,0.5168769035971907,0.7695148042098586
0.0575,1.912659934952046,0.3481597736133187,0.6690865376015557,2.0670376035497573,0.4133735731452795,0.7112672253505198,2.1201282763722724,0.5144842543869073,0.7782540080236211
0.06,1.9061355006370282,0.3475928129274654,0.6739238451200557,2.0608923847913156,0.4118389980282126,0.7165133560425472,2.1098042579926672,0.5116863984868849,0.7865671770013452
0.0625,1.8996141311804253,0.3470424847013854,0.6786770131249041,2.0548533882379694,0.41016928084116094,0.7214835782940348,2.099728812075277,0.5084933889928422,0.7944573805196722
0.065,1.8930929175207063,0.3465020880385134,0.6833469899290594,2.04891394850988,0.408368665260329,0.7261881548788636,2.089933020210465,0.5049175600580248,0.8019311838287058
0.0675,1.8865689528881728,0.3459646544207835,0.6879349982427847,2.043067205440548,0.4064403477650131,0.7306382248295096,2.0804454193045916,0.5009727515304508,0.8089983233166423
0.07,1.8800394377712037,0.34542303909888517,0.6924424708689596,2.037306109377249,0.40438637293860075,0.7348454899632513,2.0712915002948145,0.496673687027123,0.8156713377141996
0.0725,1.8735017784036958,0.34487000401871315,0.696870999773244,2.0316234690761923,0.4022075652512672,0.738821979619327,2.0624932776737572,0.4920357140885006,0.8219649882736042
0.075,1.8669536659396935,0.34429832207082905,0.7012222884536596,2.0260120952368443,0.39990346925869436,0.742579886156932,2.054069062500182,0.4870747494354425,0.8278954994322358
0.0775,1.8603931428330016,0.3437009049851458,0.7054980913287321,2.020464948670242,0.3974722995988019,0.746131426214839,2.046033373470443,0.4818071534280929,0.8334798402942499
