time,baseX,baseY,baseZ,midX,midY,midZ,tipX,tipY,tipZ
0.0,2.179971563586731,0.39400475068565294,0.506511703486595,2.311908976341363,0.3730781805567623,0.4747087295043182,2.344884014721282,0.24345179311301535,0.49088779575850433
0.0025,2.174036592915145,0.3927180465739061,0.5113098526545934,2.3065486075645905,0.37322627975741857,0.4816562167199885,2.3433009049020352,0.241441349816152,0.4928162436697129
0.005,2.1678369753430853,0.3913780549855168,0.5162972388661482,2.300925251367182,0.37337781422747324,0.4888839608670814,2.341697051004935,0.2394962822995053,0.49488020898565627
0.0075,2.161401912422603,0.3899921368403267,0.5214463073636266,2.295061002304187,0.373530644057845,0.496351371911491,2.3400890389536673,0.23765434226838236,0.4970817197894445
0.01,2.154760380919262,0.38856766587768665,0.5267302200762097,2.288978108256982,0.3736823385457838,0.5040174367601991,2.3384910812236592,0.23595209785521234,0.4994248245455844
0.0125,2.1479406242574655,0.38711189438399174,0.5321234554636145,2.2826986983792312,0.37383014002212966,0.5118413121456367,2.3369143475102776,0.2344238247316234,0.5019155683170721
0.015,2.1409697744935765,0.38563183791193106,0.5376022225507155,2.2762445310489694,0.37397086870002655,0.519782798041217,2.3353672295255903,0.2331009571365676,0.5045619200931718
0.0175,2.133873616387972,0.38413420143495297,0.5431446571151816,2.269636809153865,0.37410088663526575,0.5278027372076461,2.333855778938199,0.232011727775075,0.5073736326404518
0.02,2.1266764390521185,0.3826253159329484,0.548730818205308,2.262896110477808,0.3742162052380656,0.5358633957949098,2.332383701750032,0.23118065377314764,0.5103619048245456
0.0225,2.1194009125584037,0.3811110247474298,0.5543425540258372,2.256042400151949,0.3743126837690765,0.5439288280402957,2.3309521904646173,0.23062801657838278,0.5135388884029961
0.025,2.1120679822748842,0.3795965603991385,0.5599633816478164,2.249095031874272,0.37438621808474465,0.5519651659748421,2.329559863356882,0.23036947599710197,0.516917163103351
0.0275,2.104696788556061,0.3780865160424609,0.5655785169253527,2.242072667207103,0.3744328653547026,0.5599407813390042,2.3282026950495545,0.23041576630737948,0.5205092695191619
0.03,2.0973045926168106,0.37658489409484236,0.5711750089265681,2.2349931461955515,0.37444893088626047,0.5678263642412713,2.3268739632616136,0.23077253198398,0.5243273139504045
0.0325,2.0899066822710934,0.3750951209028831,0.5767418255692195,2.22787338881815,0.37443107113766977,0.5755950106073252,2.3255645488208305,0.23144052383719024,0.5283826139121389
0.035,2.0825162691855708,0.3736200183456154,0.582269847125753,2.2207293312508822,0.37437642866588006,0.5832223341125665,2.3242635662623994,0.23241612604966433,0.5326853806793889
0.0375,2.0751444285667415,0.3721618089911049,0.5877517982691549,2.213575849994285,0.3742827676692661,0.5906865633260072,2.322958886201009,0.23369193225200505,0.5372444572651669
0.04,2.06780010247842,0.3707221760688518,0.5931821343305029,2.206426650168191,0.37414855871066993,0.5979686049914059,2.3216374048565567,0.2352572682386479,0.5420671076438556
0.0425,2.0604901478050412,0.3693023526592144,0.5985569079233437,2.199294135195745,0.37397300352858404,0.6050520785055883,2.3202852068926543,0.23709872831472972,0.5471588393739317
0.045,2.053219416257749,0.36790321769037077,0.6038736204586931,2.1921893130533956,0.3737560611363364,0.6119233200781979,2.318887677731268,0.2392007392490892,0.5525232576064097
0.0475,2.04599090609354,0.3665253665951677,0.6091310025581944,2.1851217690790805,0.37349852058075617,0.6185713114481229,2.3174295490864796,0.24154612480698376,0.5581619551114035
0.05,2.0388060625657474,0.3651691245508249,0.6143286763844111,2.1780996492586704,0.3732020389422431,0.6249874796414241,2.3158948907764514,0.24411665971667992,0.5640744298098067
0.0525,2.031665150956085,0.3638345105089745,0.6194667876137776,2.1711295767422634,0.3728690077422346,0.6311654099666038,2.314267065090906,0.2468936002003623,0.5702580156116873
0.055,2.0245675001474273,0.3625211934762945,0.6245457530824875,2.164216513343695,0.3725022524460889,0.6371005986734649,2.3125286505560236,0.24985816795460009,0.5767078254109603
0.0575,2.0175116120929775,0.3612284897338178,0.6295661255404165,2.157363651887067,0.37210474504663044,0.6427903401731238,2.310661346325507,0.25299196133211377,0.5834167091383632
0.06,2.010495264330684,0.3599554238649616,0.6345284968433748,2.150572389615388,0.37167950520856596,0.6482337759140123,2.3086458751233225,0.25627726997580064,0.5903752229310593
0.0625,2.0035156375499246,0.3587008470213185,0.6394334068064329,2.1438423826390767,0.37122962074022803,0.6534319826668321,2.3064619469998657,0.25969730299325355,0.5975716150675495
0.065,1.996569460412889,0.35746359627830077,0.6442812519998242,2.1371716951798705,0.37075811945173465,0.6583878705575238,2.3040883978736506,0.2632363730816074,0.6049918465817714
0.0675,1.9896531140666434,0.3562426013380728,0.6490722222847859,2.1305570383243215,0.3702676176048334,0.6631059062721424,2.3015035451295667,0.26688004703598756,0.612619660162886
0.07,1.982762607067648,0.35503682504913614,0.6538062965182158,2.1239940261868244,0.3697599616019529,0.6675918803256441,2.298685605333217,0.2706152130774373,0.6204366712354866
0.0725,1.9758934764751437,0.3538451146931806,0.6584832766703252,2.1174773869927628,0.36923603320029613,0.6718527718976153,2.2956129176945956,0.274429989443795,0.6284224155562366
0.075,1.9690407684680347,0.35266613124064694,0.6631028099844252,2.111001127044805,0.36869567985104806,0.6758966385766793,2.2922639223132277,0.27831345260579027,0.6365543452115796
0.0775,1.9621991297130303,0.3514983606842756,0.6676643797488367,2.1045586582321025,0.3681376757975968,0.6797324862549741,2.2886171992174185,0.2822552953742544,0.644807860941274
