time,hipX,hipY,hipZ,baseX,baseY,baseZ,midX,midY,midZ,tipX,tipY,tipZ
0.0,-0.029121947563421454,0.22229818022937375,0.25948078487205484,1.9412974161587455,0.3396550131318705,0.5041636415681834,2.074761398945185,0.3160823726954186,0.4833040820637437,2.221500002721449,0.2217135409824491,0.36181842852590446
0.0025,-0.028142317838804522,0.21614452693326044,0.2579651782159641,1.936399951313766,0.338577920891241,0.5086391080028863,2.070345329334444,0.31559579422147116,0.489301298489497,2.217514475060035,0.22799019048590935,0.36458819599609726
0.005,-0.027164286744300877,0.20986084356146936,0.2565279929701962,1.9312854962266879,0.337457000687819,0.5132911687667991,2.0657342263303424,0.3151254424595884,0.4955233786659577,2.2133120063206206,0.23453685932302723,0.3675969722321849
0.0075,-0.026199626843732213,0.20351360483548897,0.25520419328332694,1.9259783473933034,0.33629803719334994,0.5180940452950007,2.060949833614518,0.3146794661720493,0.5019327359769575,2.208905102055338,0.24131959089027302,0.37085114910313416
0.01,-0.025259413237477314,0.19716901099617695,0.25402897557518306,1.9205027012408524,0.33510672776602873,0.5230224024375244,2.0560137120896,0.3142656267992052,0.5084916550118733,2.2043070148238453,0.24830385415512768,0.3743555626722681
0.0125,-0.024353734048511908,0.19089135012940228,0.25303654249768515,1.9148822683413909,0.333888555489295,0.5280518292014483,2.050946876243615,0.31389095656942334,0.5151629516325182,2.1995317667714787,0.25545507637713477,0.3781130793050824
0.015,-0.023491504815469712,0.18474179236876023,0.2522588443849297,1.909139968904968,0.3326486687010678,0.5331592006143157,2.045769515817363,0.3135614479763729,0.5219105274244498,2.194594135156408,0.2627391769895124,0.38212435933334116
0.0175,-0.022680392754838685,0.17877760196579517,0.2517244579981104,1.9032977036667753,0.33139178675822567,0.5383229390202875,2.0405007834984676,0.3132818430812417,0.5286997799932538,2.18950950439702,0.2701229091004228,0.3863877416562302
0.02,-0.021926818486716525,0.17305162045929273,0.251457593663341,1.8973761895602688,0.3301221331081594,0.5435231968986204,2.0351586429316146,0.3130555380148939,0.5354978658468733,2.1842936591321305,0.27757403672750847,0.3908992311188748
0.0225,-0.021235938370679268,0.16761116090580372,0.25147752920890537,1.8913948375673602,0.3288434058872953,0.5487420098368873,2.0297597807191896,0.3128845750344774,0.542273860610304,2.178962640499004,0.285061532630175,0.39565257643395907
0.025,-0.020611551030059704,0.16249554881838021,0.25179919086108526,1.8853716301091712,0.3275588131830707,0.5539634550110513,2.0243195687950966,0.312769659585772,0.5489988856389967,2.1735325767750555,0.2925557423055438,0.4006394156071639
0.0275,-0.020056006531079695,0.1577335903340793,0.25243423881224425,1.8793229845641217,0.326271138802117,0.5591737449041807,2.0188520516224444,0.312710174978633,0.5556462210628706,2.168019402517196,0.3000283800014078,0.4058494610787119
0.03,-0.01957023710157442,0.1533432130480054,0.2533907425809937,1.8732636538742202,0.32498275779787034,0.5643611565023624,2.0133699336852717,0.3127042079078729,0.5621913777468819,2.162438585122589,0.3074524485898871,0.4112707004908267
0.0325,-0.019153868462609507,0.14933293698359515,0.2546712092759193,1.8672067011311124,0.32369557680907424,0.5695158559124118,2.007884553637149,0.3127485903357989,0.5686121118477215,2.1568049604489423,0.3148022167326533,0.41688959215017435
0.035,-0.018805252131197728,0.14570287002883534,0.2562704851970935,1.8611635128220743,0.3224109331747621,0.5746297631316907,2.0024058423225397,0.3128389576710115,0.574888389096074,2.151132603087182,0.3220532007003938,0.4226912490817273
0.0375,-0.018521412933472554,0.14244441669965355,0.25817498791102667,1.855143789204843,0.32112953125861565,0.5796964777455529,1.9969422771258607,0.3129698354027014,0.5810023241299047,2.1454346306939955,0.3291820677788104,0.4286596266639496
0.04,-0.018298045372079588,0.13953957110478615,0.2603639258671668,1.8491555079626552,0.3198514869715434,0.5847111989565996,1.9915008619751589,0.31313477397239614,0.5869381234052229,2.1397229367928627,0.33616650817238586,0.43477772613936844
0.0425,-0.01812968068749863,0.13696109313352056,0.26281209451696963,1.8432049289359604,0.3185764652737423,0.5896705924157293,1.9860871539204012,0.31332655588603736,0.5926820330213877,2.1340079450405502,0.34298518551484675,0.44102780692987054
0.045,-0.018010023956213105,0.13467414691868845,0.2654930504447688,1.8372966897025846,0.31730386911768776,0.5945725756675189,1.9807053297780537,0.3135374923505584,0.5982222708648982,2.1282984646797742,0.34961778096244395,0.4473915809983906
0.0475,-0.017932241500499196,0.132638539183787,0.2683807243005203,1.831433972305853,0.316033008798332,0.5994160412002308,1.9753582682430157,0.313759763618549,0.6035489477041439,2.1226015999784873,0.35604502533001675,0.45385036445691934
0.05,-0.017889059770100198,0.13081056431881882,0.2714489204373916,1.8256186856701695,0.31476317400401316,0.6042005985159709,1.9700476263527193,0.3139857118218732,0.6086540056518305,2.1169226613894794,0.36224867463264165,0.4603851868428401
0.0525,-0.017872866619636447,0.12914433427853111,0.27467157130826286,1.8198516043507658,0.3134936950287938,0.6089263886293054,1.9647739025139153,0.314208053576062,0.6135311664728393,2.1112650994228295,0.368211487462289,0.4669768663562358
0.055,-0.01787598030153664,0.12759295027025855,0.278025606891229,1.8141324497777689,0.31222410232758296,0.6135939439559274,1.959536489317276,0.3144200346119679,0.6181758568368997,2.105630474045398,0.37391723454109144,0.47360605046606596
0.0575,-0.017890910794479402,0.12610960539878865,0.28149370248124767,1.8084599656447973,0.310954281104843,0.6182040627379413,1.9543337288693667,0.3146155456341304,0.6225851102154182,2.100018456627707,0.37935071376357066,0.48025322150605404
