time,midX,midY,midZ,tipX,tipY,tipZ
0.0,1.2616431614163934,0.43424536091031907,0.5384349536667394,1.412305023908647,0.506610098420666,0.5656585685172879
0.0025,1.2566357480119699,0.4312533266890019,0.5457367137324003,1.4051597906256605,0.5044811323482485,0.5811637442899469
0.005,1.251444217877462,0.428186760260547,0.5528649691560783,1.3975179613968374,0.5019739258770454,0.5963930393479256
0.0075,1.2460033571385263,0.4250736278875291,0.5599790441463529,1.3894358835649334,0.4990854202258249,0.6112249435717525
0.01,1.2402726561266348,0.4219434483852208,0.5671664967717057,1.3809925317473066,0.4958362158241852,0.6256006714952435
0.0125,1.2342383851149505,0.41882090179528364,0.5744623754101209,1.3722679163242184,0.4922622369193011,0.6395084825915552
0.015,1.2279085706982151,0.41572291954488255,0.5818676212727676,1.363329844982444,0.4884060953441365,0.6529662265831219
0.0175,1.2213051333372578,0.4126593031362692,0.5893642224219524,1.3542294291702743,0.4843103722192024,0.6660064635600911
0.02,1.2144567172718477,0.40963500850935,0.5969258381060711,1.3450021962964742,0.48001366690827535,0.6786662785153651
0.0225,1.2073937090930706,0.40665246511124065,0.6045242250065983,1.3356714396065248,0.4755490162248131,0.6909815344088674
0.025,1.200145397773084,0.4037131607484569,0.6121326250425393,1.326251710979455,0.4709438285351584,0.7029842201224166
0.0275,1.1927386195974958,0.40081841058318723,0.6197272818627939,1.3167516164349697,0.4662205588123988,0.7147015566560244
0.03,1.185197240553801,0.3979695615204008,0.6272879286815662,1.307175812488833,0.4613976148329807,0.7261559583563496
0.0325,1.1775420819806206,0.39516792227857145,0.6347977579665663,1.2975263835908601,0.45649024593039517,0.7373653807290698
0.035,1.1697911021022356,0.3924146038131352,0.6422431502907631,1.2878037986473072,0.4515113292151188,0.7483438465704318
0.0375,1.1619597009803215,0.38971036852066004,0.6496132927337657,1.278007573883099,0.44647201128941694,0.7591020335021205
0.04,1.15406103071051,0.38705554335733217,0.6568997530540948,1.2681367237697592,0.4413821798174099,0.7696478354062734
0.0425,1.1461062557872106,0.3844499928884406,0.6640960680524546,1.2581900686629377,0.43625079181977033,0.7799868501337835
0.045,1.1381047779930364,0.38189311869925796,0.6711973812249215,1.2481664517585138,0.4310861139699456,0.7901227966513427
0.0475,1.1300644420086314,0.37938387758950504,0.6782001318448295,1.2380648967503858,0.4258959025227182,0.8000578790843612
0.05,1.1219917140029554,0.3769208178307397,0.6851017863949421,1.227884719673237,0.42068753071517684,0.8097930990174025
0.0525,1.1138918344104916,0.3745021248791514,0.6919006078052162,1.2176256051910073,0.41546807688900517,0.8193285200759937
0.055,1.1057689454298034,0.37212568456209494,0.6985954666004477,1.207287664565627,0.4102443796207192,0.828663494963134
0.0575,1.09762619382067,0.36978915292791337,0.7051856916853222,1.196871479988473,0.40502307023883677,0.837796858238162
0.06,1.0894658316891856,0.36748999323416137,0.7116709452513551,1.1863781247958498,0.39981060636059107,0.8467270915833411
0.0625,1.081289341110582,0.3652254951815498,0.7180511149798458,1.175809165525524,0.39461330597045313,0.8554524854959774
0.065,1.0730975707174062,0.3629928195810181,0.7243262346512911,1.1651666631410802,0.3894373624744632,0.8639713048168537
0.0675,1.0648908484279882,0.3607890623523671,0.7304964359668371,1.1544531740527513,0.38428883803971486,0.8722819345957004
0.07,1.0566690785175814,0.35861134494630975,0.7365619263279645,1.1436717483378935,0.379173633539311,0.8803830130366354
0.0725,1.0484318330495612,0.35645694255983856,0.7425229983932493,1.1328259288771374,0.3740974337002214,0.8882735624123265
0.075,1.0401784007734103,0.35432338800459395,0.7483800598822776,1.1219197410716788,0.3690656540223352,0.895953079533608
0.0775,1.0319077984000935,0.3522085033652701,0.7541336521665645,1.110957656499808,0.3640834135324549,0.9034215742937193
0.08,1.0236187930529177,0.35011039086804585,0.7597844496191501,1.0999445318075103,0.3591555245603736,0.9106795933785196
0.0825,1.0153099540125996,0.3480274199496347,0.7653332530216129,1.0888855345232702,0.354286484327262,0.9177282506945736
0.085,1.006979731120584,0.3459582198229425,0.7707809864478067,1.0777860613543095,0.34948046346676653,0.9245692650930054
0.0875,0.9986265426996686,0.3439016727242312,0.7761286993769023,1.066651652328023,0.3447412927539868,0.9312049926920418
0.09,0.9902488232161131,0.34185687961175576,0.7813775601618985,1.055487906574149,0.34007246130038715,0.9376384161175744
0.0925,0.9818450030191195,0.3398230733308753,0.7865288116594232,1.0443003990402717,0.33547714069808143,0.9438730636278361
0.095,0.9734134830157118,0.337799521965107,0.791583687096672,1.0330945902787032,0.33095821781851253,0.9499128986893035
0.0975,0.9649526744359049,0.33578548478144515,0.7965433263492132,1.0218757316034988,0.3265183068613084,0.9557622392527955
0.1,0.9564610792022021,0.33378020751031273,0.8014087182108829,1.0106487801360737,0.32215974711846085,0.9614257023653464
0.1025,0.9479373622488435,0.3317829194965498,0.8061806621528491,0.9994183324860781,0.31788460485399084,0.9669081451905566
0.105,0.9393804052424806,0.3297928396822472,0.8108597481792924,0.9881885797312373,0.3136946744018628,0.9722146006870112
0.1075,0.9307893456126222,0.32780920470287017,0.8154463602433565,0.9769632841341392,0.3095914707590169,0.9773502169653916
0.11,0.9221636064221325,0.3258312980464845,0.8199406953798032,0.96574577072181,0.30557622514641425,0.9823202021744597
0.1125,0.9135029142017311,0.32385845135645586,0.8243427830004639,0.9545389280610643,0.30164989895789873,0.9871297696333159
0.115,0.9048073040358379,0.3218900259555707,0.8286525003881946,0.9433452172943129,0.2978132102912859,0.9917840835940761
